Zip Code,Median,Mean,Pop
1001,56663.00,66688.00,16445.00
1002,49853.00,75063.00,28069.00
1003,28462.00,35121.00,8491.00
1005,75423.00,82442.00,4798.00
1007,79076.00,85802.00,12962.00
1008,63980.00,78391.00,1244.00
1009,51452.00,66737.00,889.00
1010,75625.00,80919.00,3340.00
1011,63476.00,77443.00,1323.00
1012,58750.00,74722.00,677.00
1013,36578.00,46179.00,22907.00
1020,50058.00,58516.00,29626.00
1022,50440.00,60797.00,2124.00
1026,60320.00,71505.00,1052.00
1027,58573.00,66613.00,17452.00
1028,80252.00,94891.00,14143.00
1029,62955.00,97075.00,663.00
1030,71106.00,81727.00,11702.00
1031,61250.00,76417.00,1192.00
1032,67692.00,79796.00,498.00
1034,63980.00,78391.00,1910.00
1035,69911.00,73973.00,4801.00
1036,78869.00,95493.00,5089.00
1037,61250.00,76417.00,627.00
1038,53939.00,72430.00,2557.00
1039,66284.00,78497.00,1291.00
1040,35549.00,43615.00,39827.00
1050,62097.00,70566.00,2380.00
1053,60477.00,77611.00,1720.00
1054,67831.00,86678.00,1656.00
1056,63318.00,72027.00,21205.00
1057,73254.00,78485.00,8474.00
1060,48069.00,67478.00,15578.00
1062,60686.00,82398.00,11283.00
1063,40694.00,32047.00,393.00
1066,53939.00,72430.00,71.00
1068,77396.00,81314.00,1651.00
1069,50345.00,65297.00,8789.00
1070,60320.00,71505.00,573.00
1071,63980.00,78391.00,1518.00
1072,67831.00,86678.00,1503.00
1073,80738.00,94452.00,5366.00
1074,75423.00,82442.00,315.00
1075,63053.00,76027.00,17179.00
1077,73645.00,81585.00,8842.00
1079,51452.00,66737.00,625.00
1080,50100.00,59535.00,2208.00
1081,65917.00,76367.00,1581.00
1082,51936.00,60093.00,10125.00
1083,55030.00,70156.00,2887.00
1084,58750.00,74722.00,158.00
1085,57598.00,68897.00,40392.00
1086,93611.00,83650.00,323.00
1088,53939.00,72430.00,622.00
1089,53711.00,64226.00,27894.00
1092,55030.00,70156.00,1215.00
1093,59722.00,72440.00,340.00
1094,61250.00,76417.00,340.00
1095,89486.00,101878.00,13572.00
1096,66148.00,78920.00,2143.00
1097,63980.00,78391.00,113.00
1098,60320.00,71505.00,1212.00
1103,16963.00,25747.00,2731.00
1104,35380.00,43969.00,22078.00
1105,17756.00,27144.00,12816.00
1106,91889.00,134662.00,15880.00
1107,23557.00,33974.00,11615.00
1108,37411.00,48866.00,26060.00
1109,34638.00,44049.00,30683.00
1118,55853.00,62546.00,14283.00
1119,45184.00,52187.00,13170.00
1128,63177.00,66605.00,3040.00
1129,58704.00,66403.00,6982.00
1151,34175.00,50951.00,8302.00
1199,48306.00,58759.00,14.00
1201,46765.00,57694.00,43838.00
1220,38379.00,50308.00,8947.00
1222,47145.00,68665.00,821.00
1223,48478.00,71204.00,2287.00
1224,66458.00,82491.00,197.00
1225,57419.00,75267.00,3264.00
1226,57505.00,70710.00,7099.00
1229,55096.00,70740.00,129.00
1230,53584.00,73996.00,8654.00
1235,63877.00,73062.00,2597.00
1236,55718.00,74247.00,1656.00
1237,69659.00,87759.00,2426.00
1238,51053.00,64187.00,6110.00
1240,60458.00,74117.00,4787.00
1242,60604.00,74264.00,254.00
1243,60320.00,71505.00,360.00
1244,57917.00,73592.00,136.00
1245,63152.00,90383.00,989.00
1247,38405.00,48295.00,16957.00
1253,62955.00,97075.00,607.00
1254,79145.00,103371.00,1070.00
1255,62955.00,97075.00,824.00
1256,54167.00,59862.00,701.00
1257,47145.00,68665.00,2223.00
1258,55764.00,80635.00,401.00
1259,57917.00,73592.00,640.00
1260,53297.00,67749.00,225.00
1262,55096.00,70740.00,1357.00
1264,63250.00,89918.00,160.00
1266,64328.00,79025.00,1681.00
1267,69925.00,104709.00,8683.00
1270,70662.00,76919.00,761.00
1301,47833.00,54338.00,18444.00
1330,70326.00,81554.00,1512.00
1331,49110.00,59949.00,12856.00
1337,57550.00,68074.00,2649.00
1338,56596.00,67203.00,184.00
1339,6531.00,7755.00,181.00
1341,70326.00,81554.00,1743.00
1342,61912.00,77805.00,1140.00
1343,54167.00,59862.00,73.00
1344,54836.00,62158.00,1216.00
1347,50189.00,64302.00,214.00
1349,51401.00,63743.00,1116.00
1351,50189.00,64302.00,2301.00
1354,57550.00,68074.00,1367.00
1355,67831.00,86678.00,820.00
1360,70606.00,75984.00,2952.00
1364,44676.00,51820.00,7633.00
1366,68374.00,75325.00,1186.00
1368,61950.00,70261.00,1256.00
1370,53003.00,62787.00,4020.00
1373,61438.00,76643.00,4618.00
1375,59722.00,72440.00,3769.00
1376,36099.00,49132.00,5149.00
1378,54836.00,62158.00,742.00
1379,54836.00,62158.00,949.00
1420,48606.00,60461.00,39333.00
1430,79875.00,81308.00,5551.00
1431,80143.00,92672.00,2833.00
1432,55863.00,70682.00,7008.00
1434,119016.00,144183.00,1017.00
1436,66138.00,70269.00,3097.00
1438,66138.00,70269.00,413.00
1440,51232.00,61725.00,20904.00
1450,123278.00,142339.00,9547.00
1451,141274.00,170088.00,4922.00
1452,82443.00,89101.00,3901.00
1453,57280.00,69264.00,41066.00
1460,103751.00,114888.00,8147.00
1462,84911.00,92795.00,9475.00
1463,85403.00,96368.00,11120.00
1464,72598.00,76269.00,6374.00
1467,141274.00,170088.00,328.00
1468,66138.00,70269.00,3134.00
1469,78502.00,85145.00,6892.00
1473,79073.00,86554.00,6906.00
1474,78207.00,84939.00,2302.00
1475,56274.00,66418.00,9597.00
1501,70683.00,81298.00,15923.00
1503,92917.00,109928.00,2517.00
1504,74067.00,80879.00,8824.00
1505,88214.00,128553.00,4083.00
1506,60189.00,69508.00,3056.00
1507,86561.00,92648.00,11274.00
1510,57957.00,69165.00,13261.00
1515,71964.00,82820.00,2095.00
1516,86214.00,92231.00,7089.00
1518,72983.00,87918.00,2303.00
1519,105605.00,119127.00,6128.00
1520,92166.00,103496.00,12543.00
1521,65917.00,76367.00,2408.00
1522,82165.00,97639.00,3083.00
1523,80938.00,104486.00,7102.00
1524,74316.00,85319.00,6356.00
1525,89583.00,96920.00,88.00
1527,68319.00,76894.00,12850.00
1529,77250.00,89180.00,2715.00
1531,61250.00,76417.00,942.00
1532,103271.00,125633.00,14028.00
1534,76675.00,88046.00,4527.00
1535,57196.00,70880.00,4703.00
1536,89347.00,101686.00,5977.00
1537,68664.00,77943.00,2219.00
1540,62079.00,72326.00,10958.00
1541,102853.00,114762.00,3341.00
1542,67172.00,77660.00,2025.00
1543,81295.00,88574.00,6332.00
1545,88643.00,101693.00,31637.00
1550,48195.00,55176.00,17217.00
1560,68854.00,94984.00,2754.00
1561,80938.00,104486.00,236.00
1562,65184.00,71988.00,11681.00
1564,102115.00,118110.00,7267.00
1566,72387.00,87792.00,5531.00
1568,107950.00,121356.00,5650.00
1569,80536.00,86326.00,11080.00
1570,50142.00,57820.00,16396.00
1571,64228.00,72674.00,10023.00
1581,101876.00,123550.00,17899.00
1583,79865.00,91095.00,6665.00
1585,60376.00,72571.00,4472.00
1588,67286.00,80025.00,8644.00
1590,104730.00,116563.00,8247.00
1602,61861.00,78374.00,21596.00
1603,37454.00,46307.00,14613.00
1604,47438.00,59373.00,33032.00
1605,41023.00,54480.00,24799.00
1606,57646.00,70503.00,19516.00
1607,47987.00,59094.00,8415.00
1608,26526.00,39039.00,3634.00
1609,44501.00,62365.00,20425.00
1610,21388.00,28805.00,15545.00
1611,63333.00,73699.00,2206.00
1612,100358.00,104489.00,4363.00
1701,92018.00,102936.00,31114.00
1702,53081.00,65995.00,35990.00
1718,84559.00,121293.00,374.00
1719,102222.00,119845.00,4870.00
1720,110534.00,131678.00,19798.00
1721,91904.00,114036.00,14602.00
1730,107033.00,125494.00,12547.00
1731,77369.00,96728.00,2914.00
1740,125741.00,148232.00,4125.00
1741,155000.00,189989.00,4798.00
1742,119902.00,183178.00,17075.00
1745,114761.00,142894.00,331.00
1746,101901.00,122803.00,13866.00
1747,97227.00,102044.00,5815.00
1748,121182.00,170522.00,13318.00
1749,76500.00,85689.00,18081.00
1752,71835.00,89002.00,36273.00
1754,76228.00,82167.00,10414.00
1756,102625.00,117692.00,5257.00
1757,68565.00,82206.00,26877.00
1760,90673.00,113933.00,31763.00
1770,145250.00,190251.00,4245.00
1772,141459.00,169609.00,8435.00
1773,143771.00,194811.00,5143.00
1775,117440.00,129280.00,5902.00
1776,152789.00,184218.00,16826.00
1778,140652.00,187265.00,13191.00
1801,71805.00,79381.00,37213.00
1803,90659.00,102991.00,22954.00
1810,113874.00,142022.00,31228.00
1821,87745.00,95088.00,29306.00
1824,99032.00,111953.00,25234.00
1826,71731.00,80688.00,28728.00
1827,113594.00,120673.00,2847.00
1830,63388.00,71759.00,24320.00
1832,57959.00,69232.00,21246.00
1833,97895.00,115435.00,7356.00
1834,84232.00,95694.00,6027.00
1835,76253.00,86304.00,13426.00
1840,18507.00,28624.00,4350.00
1841,34128.00,42598.00,44474.00
1843,42587.00,52579.00,23184.00
1844,66023.00,75431.00,43770.00
1845,99505.00,123973.00,27203.00
1850,54087.00,58893.00,15688.00
1851,51795.00,61695.00,29549.00
1852,55089.00,62626.00,32848.00
1854,44616.00,54300.00,26785.00
1860,75517.00,93951.00,6145.00
1862,86304.00,90705.00,10097.00
1863,77458.00,88612.00,8558.00
1864,97574.00,112662.00,13849.00
1867,103358.00,120487.00,23657.00
1876,83976.00,95140.00,28599.00
1879,92239.00,106477.00,11092.00
1880,89830.00,99935.00,24610.00
1886,123906.00,142724.00,20811.00
1887,97107.00,108007.00,21279.00
1890,128546.00,176001.00,20806.00
1901,18257.00,33810.00,1630.00
1902,38107.00,49159.00,45617.00
1904,69263.00,77218.00,17916.00
1905,42449.00,51336.00,23905.00
1906,69051.00,84874.00,26160.00
1907,90516.00,120329.00,14463.00
1913,73843.00,90786.00,16447.00
1915,71363.00,90717.00,39854.00
1921,143045.00,205695.00,7903.00
1922,91052.00,113098.00,3041.00
1923,76695.00,97283.00,25239.00
1929,76989.00,104199.00,3272.00
1930,63047.00,78512.00,30261.00
1938,82395.00,98029.00,12981.00
1940,90677.00,114264.00,11926.00
1944,105000.00,148622.00,5234.00
1945,95942.00,139641.00,20370.00
1949,87728.00,106394.00,7748.00
1950,76313.00,102337.00,17249.00
1951,91052.00,113098.00,3622.00
1952,62924.00,77419.00,7819.00
1960,67119.00,78619.00,47991.00
1966,73676.00,93990.00,7762.00
1969,74911.00,97895.00,5504.00
1970,57313.00,70552.00,40268.00
1982,97491.00,104573.00,8299.00
1983,115015.00,133663.00,6132.00
1984,132697.00,181580.00,4451.00
1985,111739.00,140801.00,4160.00
2019,77420.00,84271.00,15248.00
2021,88829.00,112721.00,20755.00
2025,114214.00,165670.00,7255.00
2026,85131.00,103594.00,23478.00
2030,164583.00,240515.00,5561.00
2032,77708.00,101593.00,3576.00
2035,94994.00,108948.00,16163.00
2038,92042.00,107379.00,29553.00
2043,99910.00,146972.00,19867.00
2045,70039.00,89785.00,11047.00
2047,75170.00,102029.00,247.00
2048,93593.00,109080.00,22393.00
2050,85395.00,105524.00,24577.00
2052,123176.00,169008.00,12254.00
2053,100950.00,116761.00,12503.00
2054,85472.00,95458.00,7892.00
2056,111767.00,137649.00,10608.00
2061,106730.00,144569.00,9785.00
2062,72935.00,84347.00,28563.00
2066,92394.00,116245.00,17349.00
2067,117828.00,144691.00,17425.00
2071,91781.00,107426.00,956.00
2072,69340.00,81997.00,27342.00
2081,92954.00,119375.00,18430.00
2090,116083.00,154504.00,14150.00
2093,94524.00,123596.00,10446.00
2108,96033.00,149809.00,3324.00
2109,92310.00,129015.00,3278.00
2110,102972.00,135093.00,1606.00
2111,31442.00,93529.00,4948.00
2113,60386.00,84170.00,6453.00
2114,69809.00,110095.00,11170.00
2115,30282.00,54356.00,25637.00
2116,80153.00,136491.00,19480.00
2118,51368.00,82360.00,22527.00
2119,36316.00,47419.00,23537.00
2120,28794.00,41569.00,11553.00
2121,28897.00,42271.00,24772.00
2122,45859.00,59863.00,24385.00
2124,43598.00,56611.00,51236.00
2125,44266.00,57482.00,32937.00
2126,51733.00,59320.00,27685.00
2127,64285.00,80697.00,29457.00
2128,42613.00,55095.00,38185.00
2129,80223.00,108709.00,15195.00
2130,69576.00,90455.00,34961.00
2131,62945.00,73124.00,30491.00
2132,76802.00,95567.00,25943.00
2134,33863.00,47915.00,19641.00
2135,52714.00,64682.00,41833.00
2136,54410.00,67054.00,26418.00
2138,68127.00,112348.00,34994.00
2139,62821.00,83356.00,35273.00
2140,65283.00,91656.00,17158.00
2141,57909.00,79408.00,12010.00
2142,61141.00,88669.00,1823.00
2143,64966.00,79417.00,24864.00
2144,68004.00,80579.00,24248.00
2145,50718.00,63041.00,26833.00
2148,55890.00,66741.00,56273.00
2149,49696.00,62187.00,38109.00
2150,40344.00,50098.00,34956.00
2151,51723.00,60340.00,47323.00
2152,68218.00,82769.00,18303.00
2155,69803.00,82586.00,57291.00
2163,23429.00,39215.00,929.00
2169,56647.00,69210.00,52278.00
2170,64309.00,77390.00,19203.00
2171,66808.00,80719.00,16610.00
2176,85681.00,95604.00,27173.00
2180,78103.00,86637.00,22116.00
2184,77129.00,95668.00,33731.00
2186,98712.00,125636.00,26112.00
2188,65251.00,80495.00,13828.00
2189,62491.00,73956.00,14455.00
2190,74205.00,89585.00,16780.00
2191,68143.00,75926.00,8916.00
2199,68080.00,149005.00,1004.00
2203,106602.00,135049.00,1.00
2210,61807.00,86291.00,413.00
2215,30726.00,51218.00,21896.00
2301,48470.00,58674.00,61459.00
2302,62408.00,66149.00,32523.00
2322,67313.00,77494.00,4483.00
2324,80879.00,87642.00,22922.00
2330,70048.00,77569.00,11169.00
2332,116904.00,149633.00,14241.00
2333,82133.00,89922.00,13012.00
2339,104787.00,118371.00,13171.00
2341,81912.00,90515.00,9550.00
2343,62560.00,74251.00,10705.00
2346,72466.00,80698.00,19926.00
2347,94495.00,102487.00,9810.00
2351,75850.00,83124.00,14614.00
2356,99682.00,123583.00,12966.00
2357,101136.00,146319.00,323.00
2359,83622.00,95280.00,16907.00
2360,74603.00,86753.00,51563.00
2364,78923.00,100027.00,11805.00
2366,89632.00,93117.00,126.00
2367,87917.00,98668.00,2622.00
2368,65118.00,74837.00,30999.00
2370,62855.00,74684.00,17665.00
2375,78410.00,93429.00,9034.00
2379,73651.00,88014.00,6610.00
2382,77027.00,83066.00,13867.00
2420,139453.00,181881.00,14109.00
2421,126827.00,167894.00,16360.00
2445,105027.00,160933.00,21282.00
2446,67338.00,105307.00,24351.00
2451,78675.00,95995.00,17553.00
2452,67088.00,84728.00,12642.00
2453,59067.00,75080.00,29043.00
2457,179792.00,273410.00,551.00
2458,90740.00,123497.00,12603.00
2459,128598.00,176962.00,18940.00
2460,107495.00,140026.00,8772.00
2461,110373.00,149143.00,6599.00
2462,134119.00,208054.00,1679.00
2464,81143.00,111517.00,2958.00
2465,110531.00,158982.00,11789.00
2466,115116.00,167280.00,7010.00
2467,130044.00,220734.00,15408.00
2468,166454.00,240445.00,5429.00
2472,74968.00,89065.00,32913.00
2474,82845.00,100434.00,25806.00
2476,83975.00,104445.00,16533.00
2478,95269.00,133543.00,24296.00
2481,173681.00,243579.00,14503.00
2482,123003.00,185218.00,11569.00
2492,118211.00,168697.00,20064.00
2493,147946.00,277514.00,11526.00
2494,104492.00,139639.00,8885.00
2532,60257.00,73420.00,11275.00
2534,60788.00,74722.00,865.00
2535,68906.00,98197.00,1182.00
2536,61733.00,75012.00,19684.00
2537,86643.00,98309.00,5732.00
2538,54545.00,65412.00,3528.00
2539,67625.00,93683.00,3771.00
2540,58667.00,96888.00,8794.00
2542,39803.00,51101.00,1588.00
2543,82355.00,136359.00,845.00
2553,70197.00,80940.00,249.00
2554,61502.00,92073.00,6889.00
2556,67750.00,87409.00,3352.00
2557,59156.00,75430.00,3684.00
2558,51662.00,60627.00,1779.00
2559,62761.00,76026.00,3309.00
2561,68597.00,79039.00,481.00
2562,68960.00,79286.00,2881.00
2563,84184.00,97817.00,10346.00
2564,81944.00,158042.00,388.00
2568,516.00,691.00,31.00
2571,55500.00,66214.00,10045.00
2575,68906.00,98197.00,2438.00
2576,62034.00,70428.00,3213.00
2584,81944.00,158042.00,4.00
2601,44219.00,55017.00,15104.00
2630,71383.00,104286.00,1873.00
2631,58280.00,76849.00,9796.00
2632,67464.00,81140.00,11376.00
2633,65871.00,102922.00,4282.00
2635,75166.00,104492.00,3412.00
2637,71516.00,104499.00,277.00
2638,56770.00,75909.00,3700.00
2639,47356.00,62216.00,3363.00
2641,61013.00,80493.00,719.00
2642,59536.00,74408.00,5431.00
2643,62589.00,82230.00,45.00
2644,82198.00,86837.00,3876.00
2645,55137.00,75251.00,9578.00
2646,52700.00,74549.00,1947.00
2647,47353.00,56686.00,168.00
2648,71212.00,91677.00,7610.00
2649,62993.00,80307.00,12960.00
2650,64477.00,105609.00,979.00
2651,54464.00,69597.00,13.00
2652,80425.00,82651.00,1288.00
2653,57062.00,76182.00,6359.00
2655,72786.00,103288.00,3956.00
2657,44646.00,65485.00,3430.00
2659,67569.00,99647.00,1102.00
2660,52611.00,66274.00,6546.00
2663,66109.00,85199.00,130.00
2664,46673.00,59893.00,9702.00
2666,80425.00,82651.00,790.00
2667,66118.00,85193.00,2614.00
2668,71947.00,99935.00,3274.00
2669,67569.00,99647.00,259.00
2670,36555.00,54887.00,1630.00
2671,55677.00,85191.00,1061.00
2672,51601.00,62500.00,249.00
2673,46414.00,61552.00,8985.00
2675,63557.00,80124.00,6712.00
2702,91095.00,91631.00,3869.00
2703,67398.00,77813.00,41916.00
2713,68906.00,98197.00,55.00
2715,83613.00,90286.00,2591.00
2717,75793.00,83033.00,4594.00
2718,81142.00,82796.00,6406.00
2719,53936.00,63866.00,16150.00
2720,47794.00,57117.00,31309.00
2721,32106.00,42516.00,26428.00
2723,30338.00,38251.00,16231.00
2724,30652.00,40877.00,17397.00
2725,65712.00,67216.00,2663.00
2726,68267.00,76224.00,15530.00
2738,101006.00,125277.00,5118.00
2739,74877.00,92712.00,6282.00
2740,38238.00,47584.00,43249.00
2743,70836.00,76925.00,10148.00
2744,31128.00,48515.00,11667.00
2745,51951.00,59328.00,23851.00
2746,24099.00,35477.00,14861.00
2747,72292.00,79915.00,19451.00
2748,72885.00,89832.00,11531.00
2760,79274.00,89441.00,25526.00
2762,73645.00,82637.00,7678.00
2763,76722.00,87166.00,1782.00
2764,83621.00,90292.00,3623.00
2766,77953.00,90784.00,17869.00
2767,76338.00,88696.00,11839.00
2769,90530.00,106149.00,10179.00
2770,95022.00,97975.00,4397.00
2771,73961.00,90916.00,13507.00
2777,70245.00,82590.00,15945.00
2779,81125.00,90841.00,5748.00
2780,53796.00,62457.00,49469.00
2790,68367.00,83137.00,14305.00
2791,72105.00,100424.00,302.00
2802,62982.00,77405.00,733.00
2804,71104.00,79440.00,2574.00
2806,105128.00,131774.00,16818.00
2807,75417.00,99379.00,1009.00
2808,73725.00,87590.00,2279.00
2809,65256.00,80115.00,22438.00
2812,72819.00,89720.00,1216.00
2813,69956.00,87827.00,7847.00
2814,79171.00,84321.00,7664.00
2815,78476.00,93391.00,257.00
2816,68135.00,75982.00,31625.00
2817,81419.00,95881.00,5095.00
2818,90430.00,117615.00,18176.00
2822,98411.00,105363.00,5697.00
2825,73268.00,95033.00,4922.00
2826,65948.00,78029.00,832.00
2827,79051.00,88882.00,2149.00
2828,78326.00,92802.00,7396.00
2830,65423.00,75289.00,5806.00
2831,68687.00,81386.00,3487.00
2832,71453.00,81507.00,4481.00
2833,71104.00,79440.00,708.00
2835,77813.00,107319.00,5617.00
2836,72819.00,89720.00,98.00
2837,94866.00,114713.00,3592.00
2838,62982.00,77405.00,3712.00
2839,65948.00,78029.00,1833.00
2840,58815.00,77476.00,25661.00
2841,53958.00,58483.00,840.00
2842,70801.00,83980.00,17305.00
2852,76449.00,96571.00,23107.00
2857,74686.00,86941.00,8462.00
2858,65948.00,78029.00,545.00
2859,70127.00,77007.00,6798.00
2860,35154.00,44984.00,46470.00
2861,53929.00,61309.00,26624.00
2863,33666.00,40875.00,18946.00
2864,73450.00,84792.00,31834.00
2865,75540.00,94794.00,16435.00
2871,59264.00,80285.00,12418.00
2872,71705.00,94978.00,88.00
2873,71104.00,79440.00,161.00
2874,90020.00,118609.00,5081.00
2875,72819.00,89720.00,307.00
2876,80080.00,88709.00,80.00
2878,62530.00,76645.00,15257.00
2879,70848.00,90447.00,19172.00
2881,47075.00,60168.00,6387.00
2882,61144.00,87365.00,14807.00
2885,54317.00,71228.00,11386.00
2886,59954.00,71363.00,30234.00
2888,58509.00,66680.00,20650.00
2889,60122.00,68714.00,29615.00
2891,61399.00,74554.00,21338.00
2892,80222.00,98074.00,4846.00
2893,52342.00,60430.00,29518.00
2894,72539.00,88044.00,730.00
2895,40457.00,48968.00,43198.00
2896,79213.00,87184.00,10549.00
2898,72768.00,89413.00,1672.00
2903,26262.00,51971.00,9350.00
2904,44102.00,57490.00,28539.00
2905,34503.00,46205.00,20393.00
2906,64563.00,102753.00,29878.00
2907,30216.00,40140.00,27163.00
2908,40373.00,52099.00,38036.00
2909,33877.00,45087.00,40945.00
2910,58287.00,62429.00,20959.00
2911,48687.00,58607.00,15508.00
2912,60938.00,124502.00,1016.00
2914,46275.00,55014.00,22316.00
2915,52780.00,67882.00,18127.00
2916,59302.00,73541.00,8220.00
2917,71030.00,85287.00,13288.00
2919,59408.00,66484.00,28253.00
2920,54380.00,65389.00,37423.00
2921,85748.00,105690.00,10608.00
3031,115544.00,134503.00,10879.00
3032,90082.00,98874.00,4674.00
3033,101722.00,105947.00,4185.00
3034,90986.00,96056.00,3961.00
3036,99970.00,114222.00,3785.00
3037,85573.00,93969.00,3638.00
3038,72374.00,82126.00,33893.00
3042,73405.00,87635.00,5479.00
3043,67541.00,77721.00,1500.00
3044,76929.00,80916.00,3491.00
3045,76696.00,85933.00,12705.00
3046,95682.00,112556.00,2226.00
3047,69136.00,80002.00,1686.00
3048,63151.00,70795.00,3333.00
3049,112885.00,159945.00,7013.00
3051,77996.00,88948.00,22952.00
3052,100051.00,102541.00,7331.00
3053,93465.00,104876.00,23364.00
3054,92954.00,100328.00,25094.00
3055,70617.00,80757.00,13437.00
3057,97234.00,110769.00,2091.00
3060,45861.00,58717.00,29540.00
3062,83501.00,94152.00,26234.00
3063,75894.00,85916.00,16175.00
3064,68657.00,83760.00,14652.00
3070,86118.00,108691.00,4097.00
3071,72739.00,85830.00,4294.00
3076,93085.00,103680.00,10913.00
3077,61164.00,69251.00,9669.00
3079,68841.00,87526.00,28011.00
3082,80299.00,77177.00,1519.00
3084,72806.00,85920.00,1270.00
3086,68090.00,97907.00,3775.00
3087,114204.00,134056.00,10705.00
3101,28275.00,44234.00,2754.00
3102,50355.00,60184.00,30331.00
3103,51018.00,59129.00,36749.00
3104,61017.00,74121.00,31954.00
3106,53663.00,67135.00,7285.00
3109,67513.00,73274.00,9484.00
3110,117684.00,146355.00,18257.00
3215,49073.00,61071.00,256.00
3216,64522.00,73462.00,1985.00
3217,44153.00,63301.00,1924.00
3218,65727.00,70499.00,918.00
3220,56585.00,60860.00,6777.00
3221,67314.00,79913.00,1796.00
3222,47954.00,57441.00,5020.00
3223,44546.00,58613.00,2831.00
3224,78500.00,85675.00,1947.00
3225,65804.00,70742.00,2991.00
3226,1341.00,1856.00,30.00
3227,51866.00,69455.00,963.00
3229,86083.00,112531.00,5387.00
3230,62943.00,70846.00,1138.00
3231,64522.00,73462.00,117.00
3233,66146.00,93832.00,154.00
3234,71686.00,76545.00,4026.00
3235,49138.00,54173.00,8470.00
3237,64219.00,78346.00,1878.00
3238,44050.00,54023.00,61.00
3240,54297.00,60586.00,1138.00
3241,70144.00,97030.00,679.00
3242,73472.00,79535.00,4444.00
3243,62943.00,70846.00,991.00
3244,57426.00,65981.00,6950.00
3245,44153.00,63301.00,1937.00
3246,45867.00,60388.00,16437.00
3249,60450.00,85894.00,6763.00
3251,49073.00,61071.00,1269.00
3253,58931.00,74305.00,5890.00
3254,74162.00,102346.00,4478.00
3255,67396.00,80093.00,1738.00
3256,585.00,695.00,16.00
3257,66175.00,93511.00,4053.00
3258,74808.00,84333.00,2221.00
3259,51866.00,69455.00,290.00
3260,67396.00,80093.00,628.00
3261,64816.00,77245.00,3674.00
3262,44050.00,54023.00,1023.00
3263,57987.00,64562.00,3952.00
3264,43783.00,55678.00,6223.00
3266,51840.00,69530.00,2072.00
3268,64522.00,73462.00,1031.00
3269,61702.00,74989.00,2586.00
3273,67396.00,80093.00,347.00
3275,58388.00,69108.00,11732.00
3276,55931.00,60462.00,7952.00
3278,63262.00,71038.00,2897.00
3279,44050.00,54023.00,807.00
3280,52648.00,63213.00,895.00
3281,78480.00,88983.00,7775.00
3282,59259.00,66151.00,791.00
3284,81000.00,87997.00,736.00
3285,49073.00,61071.00,1823.00
3287,62943.00,70846.00,1076.00
3290,98477.00,105299.00,3590.00
3291,98542.00,105353.00,51.00
3293,44050.00,54023.00,114.00
3301,52876.00,72338.00,31800.00
3303,57450.00,64970.00,14137.00
3304,103270.00,119136.00,7136.00
3307,74570.00,93317.00,4497.00
3431,49288.00,64159.00,24237.00
3440,61481.00,66225.00,2487.00
3441,36932.00,48336.00,312.00
3442,67351.00,77729.00,1409.00
3443,79400.00,100196.00,695.00
3444,60369.00,74292.00,1473.00
3445,60369.00,74292.00,755.00
3446,52053.00,62433.00,5949.00
3447,67839.00,76203.00,2151.00
3448,55170.00,68978.00,802.00
3449,64231.00,93445.00,1738.00
3450,60369.00,74292.00,1065.00
3451,44533.00,50539.00,4118.00
3452,56637.00,71304.00,5477.00
3455,55913.00,65606.00,2036.00
3456,55170.00,68978.00,749.00
3457,60369.00,74292.00,698.00
3458,70275.00,86328.00,6274.00
3461,68250.00,78731.00,5444.00
3462,79400.00,100196.00,1607.00
3464,60369.00,74292.00,876.00
3465,55910.00,65536.00,1969.00
3466,79400.00,100196.00,1259.00
3467,79400.00,100196.00,1722.00
3470,43642.00,54386.00,4840.00
3561,44787.00,53312.00,5864.00
3570,39342.00,45740.00,10270.00
3574,58082.00,67369.00,2201.00
3575,60741.00,70341.00,59.00
3576,36884.00,47521.00,3475.00
3579,41891.00,44965.00,372.00
3580,56505.00,66182.00,1193.00
3581,43217.00,61600.00,3271.00
3582,35740.00,41166.00,2715.00
3583,60741.00,70341.00,1005.00
3584,46889.00,64494.00,3512.00
3585,50406.00,61591.00,2414.00
3586,58082.00,67369.00,535.00
3588,52026.00,55843.00,1640.00
3590,35828.00,42695.00,1236.00
3592,38616.00,46857.00,1146.00
3593,60741.00,70341.00,338.00
3595,60741.00,70341.00,600.00
3597,38550.00,46726.00,389.00
3598,48061.00,53959.00,2966.00
3601,58667.00,63858.00,398.00
3602,56041.00,67702.00,2584.00
3603,49290.00,54965.00,5027.00
3604,58112.00,62174.00,29.00
3605,52648.00,63213.00,971.00
3607,58667.00,63858.00,316.00
3608,58112.00,62174.00,2887.00
3609,58112.00,62174.00,672.00
3740,50092.00,61154.00,760.00
3741,60392.00,64937.00,3590.00
3743,42247.00,51372.00,13840.00
3745,77619.00,93315.00,1468.00
3746,77619.00,93315.00,194.00
3748,61496.00,70303.00,4747.00
3750,110729.00,170957.00,951.00
3751,64611.00,77239.00,308.00
3752,52648.00,63213.00,746.00
3753,81000.00,87997.00,2169.00
3754,45794.00,50574.00,19.00
3755,81607.00,118009.00,9900.00
3765,41575.00,49288.00,448.00
3766,59682.00,73873.00,8867.00
3768,70144.00,97030.00,1679.00
3770,77619.00,93315.00,347.00
3771,50406.00,61591.00,738.00
3773,49852.00,54854.00,7502.00
3774,41575.00,49288.00,1936.00
3777,59259.00,66151.00,1089.00
3779,59259.00,66151.00,710.00
3780,41614.00,49362.00,449.00
